customer_id,natural_key,first_name,last_name,email,phone,address_line1,address_line2,city,state_region,postcode,country_code,latitude,longitude,birth_date,join_ts,is_vip,gdpr_consent
134,CUST-Z--8A[,Jessica,Sparks,ahoover@example.com,+61-481-710-265,05 King Lookout,,North Travisshire,NSW,2956,AU,-38.515188,147.509637,2010-01-04,2024-06-27T22:36:53,False,False
135,CUST-9-{0A,Jennifer,Rivera,yrobinson@example.org,2018 2437,0 Michael Rosebowl,,Martinhaven,NSW,4521,AU,-41.725878,128.312302,2011-06-11,2024-05-10T09:58:42,False,True
136,CUST-[9A],Kenneth,Miller,vbonilla@example.org,(03) 5189 9863,96 Jeffrey Crossing,,Robertville,SA,2920,AU,-34.953607,118.148258,2006-10-07,2024-09-08T19:59:53,False,True
137,CUST-09ZAA,Bobby,Miller,stephaniesanchez@example.org,65089446,453 Sherry Promenade,,Wheelerbury,WA,2228,AU,-35.071222,135.937943,1999-07-07,2024-05-04T13:38:02,False,True
138,CUST-][{9]{,Thomas,Thomas,lmartin@example.net,03 5918 2138,Suite 185 34 Patton Bend,,Piercefort,SA,5708,AU,-39.440414,143.463125,1961-09-27,2024-11-20T20:24:02,True,True
139,CUST-][,Christine,Thompson,tina95@example.org,+61297174464,Unit 72 17 Audrey Lane,,West Michael,TAS,4509,AU,-38.582338,122.122638,1974-08-31,2024-08-10T07:41:51,False,True
140,CUST-][A89,Alexandra,Andrews,murphyphillip@example.com,(08) 2554 0268,8 Jeffrey Tarn,,Kellyview,TAS,2999,AU,-34.587128,141.918705,1978-08-28,2024-11-17T10:12:45,False,True
141,CUST-098][9-[9,Joseph,Johnson,mallory78@example.org,+61 473 490 383,986/9 Joshua Broadway,,St. Brandonfurt,VIC,2401,AU,-39.857286,145.681659,1991-02-01,2025-02-02T22:02:20,False,True
142,CUST-{8--[,Daniel,Martin,kelsey43@example.net,(08)-4407-4912,,,West Joshua,TAS,8550,AU,-36.332982,128.418727,1968-11-04,2024-01-29T01:44:17,False,True
143,CUST-{--,Sarah,Newman,martinisaac@example.org,(03).6445.3856,Apt. 235 946 Simon Port,,St. Louis,WA,2619,AU,-43.808142,138.122308,1966-01-28,2024-03-02T22:40:36,False,True
144,CUST-}9}A},Melissa,Allen,leslieelliott@example.org,,662/1 Watts Cruiseway,,Zimmermanton,TAS,2339,AU,-41.653155,125.995246,1976-06-28,2024-11-15T14:21:30,False,True
145,CUST-Z}Z-A}A[{,Nicole,Ramirez,tgregory@example.org,(07).1272.4237,38/57 Victoria Dip,,Kaylafurt,TAS,0923,AU,-40.005109,136.973314,1966-05-20,2024-09-02T05:20:44,False,True
146,CUST-008Z,Tracey,David,zmorse@example.net,08-2743-4028,Flat 37 2 Derrick Quadrangle,,Juanfurt,NT,2664,AU,-41.151510,117.453135,1963-06-29,2024-08-31T11:59:54,False,True
147,CUST-0A8}}0{0{,Karen,Johns,megan89@example.com,(03)-4541-2872,7 Andrews Triangle,,South Janiceside,SA,3986,AU,-38.123588,142.981566,1978-07-05,2024-06-09T12:22:47,False,True
148,CUST-}Z{-9,Ricardo,Hartman,jillmercado@example.org,+61-8-3163-5719,552 Ray Deviation,,Everetthaven,QLD,2679,AU,-35.563407,129.853101,1988-11-19,2025-01-06T22:12:00,False,True
149,CUST-9-90A]{,Tonya,Davis,chale@example.org,(02)-0580-3514,Flat 84 9 William Centreway,,St. Jameston,QLD,2654,AU,-34.974950,141.416494,2013-08-27,2024-07-22T12:15:33,False,True
150,CUST-9]]}80,Jennifer,Garcia,webstercasey@example.org,0433.387.427,7 Andersen Bend,,Brandonmouth,TAS,2619,AU,-36.858525,127.097559,1987-07-11,2024-01-10T00:48:44,False,True
151,CUST--0}A]Z{,Amanda,Horton,vgeorge@example.com,0433.939.995,594/3 Huff Colonnade,,Lake Roberttown,ACT,2739,AU,-40.648013,143.366457,1992-04-22,2024-12-25T08:00:15,False,True
152,CUST-8Z-0}9Z-{,Janice,Black,henrydavid@example.net,(08)92560721,734 Diaz Route,,West Lori,ACT,2670,AU,-37.971790,124.074949,1969-11-29,2024-07-08T13:21:52,False,True
153,CUST--Z-8,David,Howard,debraedwards@example.net,+61-7-3497-0140,3/461 Kathleen Square,,South Loristad,SA,2259,AU,-35.493421,123.177026,1963-03-29,2025-02-04T07:12:01,False,True
154,CUST-[},Dale,Chang,phart@example.com,0768466620,Suite 718 878 Woods Copse,,Robinberg,TAS,2960,AU,-34.022431,139.286332,2002-03-28,2024-10-11T23:22:32,False,True
155,CUST-9-Z-}-Z,Melissa,Freeman,sbyrd@example.com,0231619802,Level 7 244 Palmer Ride,,Lake Kevin,TAS,2613,AU,-37.305198,128.157287,1979-04-02,2024-09-27T11:35:01,False,True
156,CUST-Z[90A99Z,Timothy,Mendoza,tgolden@example.com,(03) 9118 0391,Flat 66 686 Vega Foreshore,,Chambersmouth,VIC,1367,AU,-36.302840,112.756799,1993-06-22,2024-05-14T14:11:21,False,True
157,CUST-Z[--}[}9[,Tracy,Brown,shane96@example.com,0481 906 116,40/253 Matthew Bridge,,West Emily,NSW,2698,AU,-34.960270,143.993911,1989-05-23,2024-12-12T15:33:08,False,True
158,CUST-0[80]A[,Kyle,Friedman,longjeffrey@example.org,+61-466-149-176,Suite 266 6 Lindsey Bend,,Port Michaelchester,NT,0897,AU,-34.972486,129.314519,1987-09-06,2024-09-11T20:40:05,False,True
159,CUST--9-,Teresa,Smith,hannahpierce@example.com,(02).5137.2740,3 Macias Stairs,,South Brad,NT,0960,AU,-38.558247,113.729919,1989-08-26,2024-06-15T12:32:05,False,True
160,CUST-]8[-A9[9,Brittany,Ford,laura01@example.net,+61775944912,3 Patricia Rotary,,Walkerfort,ACT,2691,AU,-41.527632,149.786845,1993-08-22,2024-07-29T01:31:13,False,True
161,CUST-Z0A-Z}]-0,Kristen,Dodson,shannon49@example.com,(03) 1409 0350,99 Frey Brow,,East Angelaton,TAS,2620,AU,-42.494569,137.417830,1999-07-14,2024-04-20T21:07:28,False,True
162,CUST-Z[[{{A,Roger,Gray,derrickrobinson@example.com,02 7775 6180,6 Jackson Ridgeway,,New Haileychester,NSW,2693,AU,-42.068981,136.229233,2012-01-18,2024-08-23T15:49:49,False,True
163,CUST-0}-9Z-0-Z[,Vanessa,Nelson,emilyroberts@example.net,+61-7-8311-4231,Suite 993 3 Heather Rest,,West Kristintown,WA,2644,AU,-34.829325,151.557160,1975-06-06,2025-02-03T01:44:33,False,True
164,CUST-A0-}]-[{,Brianna,Blevins,sheppardchristopher@example.net,02.8870.6618,,,North Cindy,QLD,2610,AU,-41.251200,125.560346,1995-07-29,2024-04-16T06:21:22,False,True
165,CUST-8-,Mark,Evans,sgibson@example.net,0443-245-630,158 Jeremy Top,,Lake George,NT,2986,AU,-39.053889,138.474101,2008-05-24,2024-02-07T05:18:19,True,True
166,CUST-80--],Robert,Ochoa,richard80@example.net,+61-2-7533-4804,040/41 Tyler Grange,,Liushire,NT,1271,AU,-40.877194,125.480126,1993-10-09,2024-09-28T13:59:27,False,True
167,CUST-{[989}8Z,Larry,Gallegos,contrerasmatthew@example.net,,Apt. 375 1 Adrian Circle,,St. Ronald,NT,2991,AU,-41.553431,138.513691,2007-07-20,2024-02-11T10:42:44,False,True
168,CUST-{9-,Gabrielle,Macdonald,galexander@example.net,+61-2-0017-6489,6 Cristian Flat,,Hoganmouth,QLD,4624,AU,-38.997577,134.117457,2013-09-17,2024-09-28T06:57:12,False,True
169,CUST-[--Z0Z,Adrian,Mills,walkermichelle@example.org,(03) 3203 6459,13/2 Roy Causeway,,Christinefort,QLD,3944,AU,-38.426955,142.490036,1966-11-30,2024-11-25T02:02:06,False,True
170,CUST-0Z-{9,Jacqueline,Perez,mary78@example.org,0314078952,Suite 320 8 Donna Riviera,,West Robertberg,VIC,2337,AU,-39.236428,133.767770,1983-11-14,2024-02-18T05:45:38,False,True
171,CUST-]A8],Juan,Walton,millsmadison@example.org,5192.9555,6 Mark Loop,,St. Bryanland,SA,0881,AU,-38.279070,125.620892,1964-03-06,2024-09-17T14:25:20,False,True
172,CUST-Z{A-]}-,Angela,Evans,swatkins@example.com,(02)04773795,Unit 76 62 Tracy Centre,,Murphybury,QLD,2697,AU,-36.370537,143.890568,1986-06-28,2024-08-29T12:04:27,False,True
173,CUST-08},Matthew,Fernandez,ematthews@example.org,+61-7-4991-6320,440 Garcia Thoroughfare,,North Jose,TAS,2115,AU,-38.124258,129.962587,1992-11-27,2024-09-04T08:47:35,False,True
174,CUST-9-08{-8{[,Stephanie,Cortez,oarmstrong@example.com,+61.432.715.303,519 Wilkerson Top,,Petersberg,NT,2979,AU,-39.145069,133.475019,1965-01-28,2024-07-06T15:54:06,False,True
175,CUST-9{}-Z,Jonathan,Burgess,tanya42@example.com,+61.462.115.538,Flat 32 89 Jennifer Lane,,East Geraldberg,WA,2370,AU,-35.690495,117.533143,2014-07-21,2024-04-01T07:42:45,True,True
176,CUST-}},Jeremy,Olsen,heatherriley@example.com,07.7443.0867,,,Johnstonshire,NSW,2944,AU,-38.192186,127.519525,1983-05-31,2024-05-26T20:32:04,False,True
177,CUST-Z-}],Kathryn,Johnson,levinejeffrey@example.org,68911468,Unit 47 726 Parker Access,,West Jessicastad,SA,5431,AU,-37.539023,119.874161,1968-08-25,2024-03-20T02:11:30,False,True
178,CUST-]}A}8,Donna,Bradley,joshua97@example.net,40014954,32 Michelle Upper,,Patrickshire,SA,9809,AU,-39.634671,142.701429,1961-07-05,2024-03-31T09:01:33,False,True
179,CUST--0-099]]-},John,Smith,stephenking@example.net,0437-495-010,8/20 Young Plaza,,Sarahburgh,ACT,6685,AU,-40.364222,151.304763,2007-10-19,2024-08-04T12:28:58,False,True
180,CUST-A}-8,Lee,Estrada,allenrodney@example.net,+61 2 6690 8889,Unit 42 67 Elliott Estate,,Lake Suzannebury,QLD,2993,AU,-39.695930,112.688153,1972-05-13,2024-11-21T20:24:00,True,True
181,CUST-AZ]A8}-{,Jacob,Walsh,morganjeremy@example.org,4156 8578,266 Smith Formation,,Nolanside,SA,2677,AU,-39.777880,126.566770,1991-06-22,2025-01-04T11:37:17,False,True
182,CUST-]AA[-},Joan,Garcia,okidd@example.com,,Level 9 28 Moreno Riverway,,North Connorside,WA,0883,AU,-43.165531,138.404182,1967-09-10,2024-09-16T22:25:15,False,True
183,CUST-Z0-],Brandon,Hammond,kimberlyedwards@example.net,4962-6771,445 Sarah State Highway,,Port Craigburgh,QLD,2926,AU,-37.581485,115.503919,1984-11-22,2024-03-29T04:48:34,False,True
184,CUST-8{}--9AAZZ,Dawn,Guzman,karenhernandez@example.com,0275109977,5 Smith Bridge,,New Jeremy,ACT,2625,AU,-35.952908,112.957355,1961-03-14,2024-05-08T02:32:20,False,True
185,CUST-08A]-A[9-,Jay,Davis,clarkematthew@example.org,63730608,4 Frazier Way,,East Scott,QLD,2901,AU,-39.532526,115.979513,1974-10-17,2024-08-30T19:34:10,True,True
186,CUST-A9Z8]ZZZA],Joseph,Johnson,mollygraham@example.org,07.7159.9338,744/848 Walker Trailer,,Terrifort,ACT,2999,AU,-42.102992,122.136635,1987-07-06,2024-04-14T16:57:30,False,True
187,CUST-[[0{]{]{,Jessica,Bernard,dweaver@example.org,+61.3.1848.1228,66 Williams Towers,,Davisshire,SA,9559,AU,-37.753991,139.897581,2014-01-18,2025-01-16T04:26:35,False,True
188,CUST--Z{90{-,Joanna,Leach,williamsjodi@example.net,+61.461.289.935,40 Eric Range,,Port Donna,WA,0216,AU,-42.930984,151.056626,1990-11-29,2024-02-18T07:10:16,False,True
189,CUST-{009},Nicole,Cox,ksherman@example.org,83125545,629 Anderson Quays,,Berrymouth,SA,2853,AU,-39.832338,124.076464,1964-08-17,2024-12-17T02:37:51,False,True
190,CUST-9[Z]{[,Paul,Bell,stevenwalker@example.org,03 9825 3542,3/64 Emily Driveway,,Tonyton,QLD,2952,AU,-36.004760,137.072438,1997-08-05,2024-09-17T08:11:02,False,True
191,CUST-}0-,Michael,Stuart,aaronwright@example.com,+61703990981,Apt. 866 1 Sarah Bend,,Nashstad,TAS,2658,AU,-41.089659,121.611572,1972-09-10,2024-03-22T21:16:25,True,True
192,CUST-]9{0A9,Michael,Walker,stephanie43@example.org,+61.442.976.361,1 Amanda Line,,Mariaport,WA,2922,AU,-37.071657,123.140190,1987-02-26,2024-04-16T05:28:27,False,True
193,CUST--0Z8Z---]8,Danielle,Brown,bwhite@example.org,6980 5351,Suite 692 88 James Footway,,Amandafort,WA,2005,AU,-37.207877,113.669742,1971-05-04,2024-08-22T03:10:24,False,True
194,CUST-AA[9-A-A8,Jacqueline,Cantu,shelby55@example.org,(03)24810824,106 Patel Parade,,Thomasview,NT,2626,AU,-36.671371,114.647547,2011-06-09,2025-01-28T13:04:51,False,True
195,CUST-[0[Z9-ZZ0,Megan,Sullivan,zsmith@example.net,(03)-6146-5479,3 Brian Thoroughfare,,Justinmouth,QLD,2915,AU,-38.002932,131.941115,1996-05-22,2024-12-17T11:55:03,False,True
196,CUST-{}Z]{0{][{,Christina,Cochran,angela56@example.net,07.1511.2028,446/02 Chambers Footway,,Lake Stevenside,QLD,8887,AU,-34.627110,150.130991,1999-07-26,2024-04-06T13:15:12,True,True
197,CUST-]0{{,Lydia,Banks,robin59@example.com,(08) 1896 7765,384 Barron Ground,,Williamsfurt,NT,2865,AU,-37.133852,124.732707,1999-04-05,2025-01-20T13:29:38,False,True
198,CUST-9-9}]-[,Larry,Hernandez,vickimarshall@example.com,,536 Taylor Dip,,Lake Richardview,QLD,2605,AU,-39.071606,142.486619,1964-10-19,2025-02-03T22:09:34,True,True
199,CUST--A0,Monica,Hall,hallamanda@example.org,+61 430 997 006,4 Thomas Sound,,Brownmouth,NT,2688,AU,-42.799190,130.541579,1992-01-03,2024-02-02T01:39:00,False,True
200,CUST-0[{88,Christine,Contreras,katie26@example.net,+61250574638,465 Snow Way,,Baileymouth,VIC,0242,AU,-42.896090,143.699789,1977-01-16,2024-03-26T15:05:57,False,True
201,CUST-AZ8A,Tina,Moore,stacey82@example.net,0467 921 759,40/5 Debra Highway,,South Sara,NSW,2655,AU,-40.025542,135.103859,1987-09-01,2024-07-07T03:14:45,False,True
202,CUST-{{-9},Keith,Gilbert,natasha84@example.org,,,,Ericchester,NT,2498,AU,-40.166603,148.180369,1991-01-22,2024-12-19T22:11:15,True,True
203,CUST--}9-Z-,Oscar,Stokes,chelsea19@example.com,0493.031.109,Apt. 012 842 Green Strip,,Port Derek,NT,2355,AU,-41.233718,147.819780,1991-09-02,2024-06-29T11:31:50,True,True
204,CUST-{]0AA}-[9,Dennis,Thompson,leonardvictoria@example.net,4404 5401,588 Cox Court,,North Richard,NSW,2144,AU,-35.543884,149.070645,2001-03-15,2025-01-31T18:27:18,False,True
205,CUST-9{Z8]-,Tyler,Hunt,alexander18@example.com,(03)-1874-9829,567/007 Jackson Wynd,,New Katherine,WA,2338,AU,-39.466574,130.530975,2009-10-23,2025-01-14T06:51:25,False,True
206,CUST-8--,Bonnie,Nichols,yrodriguez@example.org,78656254,90/93 Daniel Circle,,East Marcus,SA,0293,AU,-34.741009,117.329890,1979-04-21,2024-02-16T13:40:57,False,True
207,CUST-8A[-Z,Bethany,Wheeler,powelldouglas@example.com,0468-968-556,6/7 Nicholas Firetrail,,Valerieview,NSW,7148,AU,-34.649518,144.596878,1980-08-05,2024-10-13T02:51:32,True,True
208,CUST-0}08-}--,Mary,Martinez,garnermary@example.com,+61 2 0991 8440,73 Newton Highroad,,East Emily,ACT,1842,AU,-39.809084,113.253467,1969-07-02,2024-05-07T21:32:11,False,True
209,CUST-{880,Kenneth,Williamson,nicole63@example.org,+61.3.9138.0039,Unit 82 96 Burns Quays,,Port Gail,QLD,1768,AU,-38.017389,118.376520,1989-10-16,2024-05-27T12:43:13,False,True
210,CUST-]]0[Z,Lauren,Bush,torresgregory@example.net,08 7992 5407,74 Ashley Landing,,Brandonchester,VIC,2619,AU,-36.401636,117.670711,1965-08-17,2024-04-23T19:15:56,False,True
211,CUST--]]],Michelle,Proctor,jamesortiz@example.com,+61-443-864-429,0 Dodson Corner,,South Nicholasside,TAS,2697,AU,-34.102941,146.521804,1973-01-06,2025-01-11T16:55:11,False,True
212,CUST-0[[-Z},Jaime,Miller,westmary@example.net,(02).0786.6785,81 Arroyo Extension,,South Tonya,SA,2234,AU,-35.287172,131.888041,1993-09-15,2024-11-08T16:25:50,True,True
213,CUST-}9}{-0}{],Michelle,Houston,stokessteven@example.net,79796800,Suite 377 0 Ramirez Corner,,New Jesus,NT,2903,AU,-35.237298,131.219872,2008-02-07,2024-01-08T11:32:11,False,True
214,CUST-Z-Z{,Jose,Hart,jaclyn34@example.com,6507-6872,Suite 419 6 Debra Wynd,,Hernandezview,ACT,2345,AU,-39.455056,137.327844,1990-05-16,2024-06-10T21:27:45,True,True
215,CUST-8Z[8],Jonathan,Williams,arnoldjames@example.net,+61353872482,Unit 87 04 Vaughn Gates,,Sherryburgh,NT,0905,AU,-36.302194,130.770773,1974-01-28,2024-03-01T21:17:38,False,True
216,CUST--]9Z,Krista,Church,robingarner@example.net,0454 987 796,Unit 33 36 William Mall,,Port Jonathan,NT,2974,AU,-38.006944,150.168505,1979-10-26,2024-12-22T11:47:08,False,True
217,CUST-}0ZZ0{Z{{,Nathan,Gray,timothy68@example.net,+61 7 7179 2941,302 Skinner Towers,,Kirbyton,QLD,2955,AU,-34.245374,116.687679,2002-07-12,2024-08-27T04:13:30,False,True
218,CUST--ZA--,Jessica,Morrison,joshua42@example.com,+61 495 547 363,10 White Quays,,Garciaside,WA,2948,AU,-38.639552,122.163796,1998-11-12,2025-02-04T05:41:53,True,True
219,CUST-[]A{A-,Ryan,Fields,noahrice@example.net,0441-211-837,287 Carol Dip,,Blankenshipshire,NSW,2668,AU,-38.451645,117.495211,1989-02-14,2024-08-22T21:47:56,False,True
220,CUST-},Alan,Jones,patricia00@example.net,+61-435-793-966,Level 0 8 Ferguson Court,,St. Joshua,NSW,2990,AU,-38.319475,150.782834,2004-07-17,2024-08-27T22:17:20,False,True
221,CUST-A,Anthony,Sanchez,xwatson@example.org,+61719379074,Unit 43 793 Diaz Arcade,,West Patricia,NSW,2988,AU,-39.664994,134.655458,2009-08-10,2024-05-16T16:10:24,True,True
222,CUST-]--}}ZZ},Rebecca,Wong,brandonmurphy@example.org,3993 4501,Unit 34 028 Jeffrey Grange,,St. Tinaview,WA,1608,AU,-39.392900,143.699059,2006-08-09,2024-06-07T04:35:54,False,True
223,CUST-Z-{8-},Adam,Robinson,shanewilliams@example.org,+61.2.4110.0762,500 Anderson Glen,,North Luke,WA,2629,AU,-35.021545,145.630352,1965-05-17,2024-04-10T17:34:29,False,True
224,CUST-A[Z,Sheila,Keller,beardalyssa@example.net,+61.461.319.582,Apt. 424 06 Pamela Port,,Port Scottfurt,QLD,9516,AU,-43.602439,143.196444,1974-05-06,2024-05-21T07:00:23,False,True
225,CUST-08-}}[]0,Jennifer,Berger,kellyriddle@example.org,0490-516-443,61/22 Evans Corner,,Prattfort,VIC,2927,AU,-40.445950,136.772464,1977-07-21,2024-07-03T01:38:56,False,True
226,CUST--}}{,Adrian,Stein,annrose@example.com,+61.8.3785.0611,Suite 209 4 Gray Frontage,,Wesleyland,SA,2640,AU,-35.252468,137.676451,1978-10-08,2024-05-29T12:44:48,False,True
227,CUST-A}8][[Z8-,Shane,Moore,jamesparker@example.org,0430 067 969,Level 3 5 Butler Fire Track,,Robertsberg,NSW,0807,AU,-39.185223,130.304109,2007-02-09,2024-07-25T02:45:11,True,True
228,CUST-9--}08,Haley,Martin,grant63@example.org,0408.746.286,Unit 27 9 Phillips Gap,,West Michael,SA,2658,AU,-34.576974,136.222896,1992-10-30,2025-01-20T10:12:46,False,False
229,CUST-A9}{,James,Lopez,cindy01@example.com,+61-3-2733-1844,909 Elizabeth Amble,,Terriview,NT,2136,AU,-35.323339,122.564204,1996-03-13,2024-02-05T23:13:05,False,True
230,CUST-[{[{0}]Z{-,Robert,Fitzgerald,oflynn@example.net,+61.415.401.826,0/8 Lisa Rest,,Martinezland,WA,3325,AU,-43.042337,122.374106,1965-10-20,2024-08-26T18:28:00,False,True
231,CUST-0[Z,Suzanne,Zimmerman,ericabennett@example.com,(03) 8921 1358,868 Angelica Alley,,East Kevin,VIC,8758,AU,-36.913427,144.270798,2002-03-23,2025-01-07T06:53:52,False,True
232,CUST-Z},Stephen,Larsen,eric32@example.com,03-4257-9324,33/452 Weaver Promenade,,East Trevortown,VIC,4314,AU,-37.793852,114.585136,1978-10-18,2024-04-23T03:47:23,True,True
233,CUST-Z8,Michelle,Sherman,susanperez@example.net,+61 7 3051 5258,189 Sanchez Key,,East Victoriamouth,TAS,4597,AU,-38.684589,139.917437,2013-08-14,2024-01-17T09:44:47,True,True
234,CUST-{0[ZA}9-,Michael,Taylor,ferrellkenneth@example.net,(03).4597.3582,7/7 Cox Motorway,,Holtview,QLD,2271,AU,-35.106137,118.728348,1973-05-07,2024-12-29T11:19:26,False,False
235,CUST-{Z}8}},Timothy,Nunez,robertjordan@example.org,02 1285 7187,416 Mccoy Terrace,,Lake Gregg,VIC,2679,AU,-40.260949,128.856536,1987-04-30,2024-09-16T00:46:22,False,True
236,CUST-[9-9],Jared,Garcia,matthewjordan@example.net,+61-420-760-275,Unit 65 7 Wallace Place,,New Rebecca,WA,2991,AU,-39.885907,135.582215,2006-06-26,2024-03-26T18:43:56,False,True
237,CUST-9]98,Felicia,Villarreal,savila@example.org,+61 458 246 715,8 Andrew Brace,,North Melissachester,WA,2641,AU,-42.046012,124.799958,1980-06-13,2024-08-02T07:40:31,False,True
238,CUST-[]}9,Jessica,Turner,walldanielle@example.net,(02)40456441,81 Sherri Circlet,,New Emilyhaven,QLD,2684,AU,-42.787223,114.929363,1995-02-05,2024-03-19T19:26:02,False,True
239,CUST--A-}AA{{,Rodney,Edwards,edwardwright@example.net,+61 8 2978 2697,8 Ashley Bypass,,Nicholeside,WA,2686,AU,-39.902670,113.762780,1968-07-22,2024-01-27T09:19:41,False,True
240,CUST--0}[ZZ,Jeffery,Woods,tashaayala@example.org,0440-333-165,136 Green Key,,Port Shane,SA,7561,AU,-42.982519,119.876038,1969-11-17,2024-07-13T04:35:27,False,True
241,CUST-Z0A8Z[-,Todd,Carter,zimmermanrichard@example.org,02-1457-0845,10 Maria Promenade,,West Heather,TAS,2657,AU,-43.130296,128.759289,2006-08-16,2024-12-24T15:43:22,False,True
242,CUST-[[[[ZA-,Anna,Hayes,mmartin@example.net,8583-1537,Suite 375 0 Spence Quay,,Lake Julieville,VIC,2675,AU,-40.929044,150.608695,2014-03-29,2024-12-02T10:30:41,False,True
243,CUST-[]A{]-0,Catherine,Allen,martincarlson@example.net,0443 918 287,116 Robert Trailer,,Matthewland,VIC,3153,AU,-38.669895,151.318940,1975-03-12,2024-04-24T05:58:04,True,True
244,CUST-[A[0],Robert,Gonzales,ericariggs@example.net,(08)-6512-0092,8 Robin Circus,,North Crystal,WA,2619,AU,-41.483965,131.347201,1960-11-11,2024-07-19T05:08:59,False,True
245,CUST-A]{Z}}--[{,Christopher,Rivera,wramos@example.org,+61818058317,Level 7 601 Jamie Copse,,Dunnbury,VIC,2635,AU,-35.230891,116.617311,1984-01-06,2024-03-30T09:25:38,True,True
246,CUST-0A98]-[][,Madeline,Mccarthy,plindsey@example.org,0257109698,786 Bianca Walk,,Marquezborough,NSW,2627,AU,-35.421958,130.355542,1984-06-28,2024-01-11T12:52:29,False,True
247,CUST-A0}8}9,Holly,Herman,lprice@example.org,(07).5760.9380,Level 8 50 Shannon Ridge,,Port Sherry,QLD,2963,AU,-34.277483,140.623885,1998-12-29,2024-06-22T17:56:36,False,True
248,CUST-0]]]ZA0,Tammy,Decker,hesterrhonda@example.net,0730594304,Apt. 436 45 Billy Outlook,,North William,NT,2674,AU,-36.220576,142.017064,1970-06-26,2024-07-26T13:07:19,True,True
249,CUST-{{-}[]Z[,Matthew,Everett,corybranch@example.com,0898.7060,1/574 Hebert Front,,Martinville,NSW,2429,AU,-43.033210,133.753996,1971-02-09,2024-01-02T17:08:47,True,True
250,CUST-0{{,Jonathan,Morrow,johngreen@example.com,+61-434-123-751,Flat 06 0 Burns Bridge,,Kimborough,SA,2619,AU,-40.117278,144.974737,1978-10-22,2024-05-13T21:31:22,True,True
251,CUST-A{{-ZZ,Mark,Fernandez,matthewharrington@example.net,2836 6815,0 Vicki Gates,,Lake Jill,NSW,7745,AU,-35.484944,129.431306,2005-11-01,2025-01-24T08:41:11,False,True
252,CUST-AZ[,Susan,Castillo,tstevens@example.org,6358 1660,3 Sarah Frontage,,North Karen,WA,2530,AU,-41.239137,124.831042,2000-10-26,2024-10-09T21:10:21,False,True
253,CUST-}8,Michelle,Hayes,hillgregory@example.org,1432.1979,,,Port Tracy,NT,5742,AU,-34.542993,137.066249,1984-08-27,2024-03-17T10:32:00,False,True
254,CUST-A]998-Z09,Sharon,Jackson,williamruiz@example.net,99135446,6 Wright Gully,,St. Patricia,VIC,2920,AU,-39.210844,141.512244,1985-02-22,2024-01-02T15:40:42,False,False
255,CUST-A-{{[{,Cassidy,Martin,ericksonkristen@example.com,(07) 6839 3958,5 Singleton Crest,,St. Darrell,VIC,2995,AU,-43.379345,121.393236,1974-08-07,2024-04-04T12:33:17,False,True
256,CUST--[9--0}-,John,Brown,annthomas@example.com,+61841794782,9/017 Katherine Walkway,,Jasonport,TAS,2410,AU,-37.852971,147.101761,1996-10-10,2024-07-25T01:26:24,False,True
257,CUST-{-{0}-0[-[,Troy,Smith,gfox@example.org,+61.2.5652.1159,02/75 Michelle Rise,,West Amy,QLD,9865,AU,-35.210454,129.379484,1998-09-03,2024-09-17T11:02:37,False,True
258,CUST-Z]]0-]0[-,Karen,Cook,hodgejohn@example.org,+61.7.7822.8423,395 Glenn Vista,,North Shelby,VIC,2946,AU,-36.967361,134.758148,1991-07-21,2024-06-22T15:30:32,False,True
259,CUST---8-ZZ{],Charles,Hernandez,mcdonaldchad@example.net,,Apt. 904 469 Davis Crossroad,,Amberside,NSW,2258,AU,-39.509161,118.750434,2011-08-24,2024-03-19T15:58:18,False,True
260,CUST-]-},Rodney,Ortiz,ericmyers@example.net,08 7130 7341,Level 3 220 Amanda Towers,,Lake Julie,NT,2619,AU,-43.782554,114.705917,1980-01-20,2024-07-31T20:19:15,False,True
261,CUST-]]89,Thomas,Simmons,matthewross@example.org,(03)10917730,Unit 27 5 Davis Ridgeway,,Smithville,SA,2913,AU,-38.803507,118.408516,2004-11-15,2024-10-08T09:32:32,False,True
262,CUST-]0[99{9]A8,Craig,Hernandez,jgoodman@example.net,0437-663-612,768 Duncan Extension,,West Gabrielfort,TAS,2906,AU,-42.403575,114.059942,2014-02-07,2024-08-26T17:03:47,False,True
263,CUST-ZA,Sarah,Howard,taylor82@example.com,2952 5931,Apt. 754 8 Nguyen Copse,,New Garyhaven,SA,2304,AU,-43.791530,122.537339,1977-12-19,2024-10-23T09:01:27,False,True
264,CUST-]0]A[,Leah,Mendez,ortizalexandria@example.com,+61-8-5358-6306,,,Hensonfort,QLD,2920,AU,-34.720558,129.034959,2014-05-06,2024-04-07T14:39:09,True,True
265,CUST-Z909-}{-],Nancy,Fuentes,alexis72@example.net,(02)97196298,977 Ball Walkway,,East Edwardburgh,VIC,3901,AU,-34.217112,139.939330,2012-10-09,2024-06-09T11:26:50,False,False
266,CUST-][{0Z]-9-,Holly,Stone,hernandezmichael@example.com,+61.7.7618.5678,237/02 Leonard Piazza,,North Dianatown,NT,5328,AU,-41.337967,130.597569,2008-12-02,2024-10-15T20:26:27,False,True
